2637,03A8
2638,03A9
2641,03B1
2642,03B2
2643,03B3
2644,03B4
2645,03B5
2646,03B6
2647,03B7
2648,03B8
2649,03B9
264A,03BA
264B,03BB
264C,03BC
264D,03BD
264E,03BE
264F,03BF
2650,03C0
2651,03C1
2652,03C3
2653,03C4
2654,03C5
2655,03C6
2656,03C7
2657,03C8
2658,03C9
2721,0410
2722,0411
2723,0412
2724,0413
2725,0414
2726,0415
2727,0401
2728,0416
2729,0417
272A,0418
272B,0419
272C,041A
272D,041B
272E,041C
272F,041D
2730,041E
2731,041F
2732,0420
2733,0421
2734,0422
2735,0423
2736,0424
2737,0425
2738,0426
2739,0427
273A,0428
273B,0429
273C,042A
273D,042B
273E,042C
273F,042D
2740,042E
2741,042F
2751,0430
2752,0431
2753,0432
2754,0433
2755,0434
2756,0435
2757,0451
2758,0436
2759,0437
275A,0438
275B,0439
275C,043A
275D,043B
275E,043C
275F,043D
2760,043E
2761,043F
2762,0440
2763,0441
2764,0442
2765,0443
2766,0444
2767,0445
2768,0446
2769,0447
276A,0448
276B,0449
276C,044A
276D,044B
276E,044C
276F,044D
2770,044E
2771,044F
2821,0101
2822,00E1
2823,01CE
2824,00E0
2825,0113
2826,00E9
2827,011B
2828,00E8
2829,012B
282A,00ED
282B,01D0
282C,00EC
282D,014D
282E,00F3
282F,01D2
2830,00F2
2831,016B
2832,00FA
2833,01D4
2834,00F9
2835,01D6
2836,01D8
2837,01DA
2838,01DC
2839,00FC
283A,00EA
2845,3105
2846,3106
2847,3107
2848,3108
2849,3109
284A,310A
284B,310B
284C,310C
284D,310D
284E,310E
284F,310F
2850,3110
2851,3111
2852,3112
2853,3113
2854,3114
2855,3115
2856,3116
2857,3117
2858,3118
2859,3119
285A,311A
285B,311B
285C,311C
285D,311D
285E,311E
285F,311F
2860,3120
2861,3121
2862,3122
2863,3123
2864,3124
2865,3125
2866,3126
2867,3127
2868,3128
2869,3129
2924,2500
2925,2501
2926,2502
2927,2503
2928,2504
2929,2505
292A,2506
292B,2507
292C,2508
292D,2509
292E,250A
292F,250B
2930,250C
2931,250D
2932,250E
2933,250F
2934,2510
2935,2511
2936,2512
2937,2513
2938,2514
2939,2515
293A,2516
293B,2517
293C,2518
293D,2519
293E,251A
293F,251B
2940,251C
2941,251D
2942,251E
2943,251F
2944,2520
2945,2521
2946,2522
2947,2523
2948,2524
2949,2525
294A,2526
294B,2527
294C,2528
294D,2529
294E,252A
294F,252B
2950,252C
2951,252D
2952,252E
2953,252F
2954,2530
2955,2531
2956,2532
2957,2533
2958,2534
2959,2535
295A,2536
295B,2537
295C,2538
295D,2539
295E,253A
295F,253B
2960,253C
2961,253D
2962,253E
2963,253F
2964,2540
2965,2541
2966,2542
2967,2543
2968,2544
2969,2545
296A,2546
296B,2547
296C,2548
296D,2549
296E,254A
296F,254B
3021,554A
3022,963F
3023,57C3
3024,6328
3025,54CE
3026,5509
3027,54C0
3028,7691
3029,764C
302A,853C
302B,77EE
302C,827E
302D,788D
302E,7231
302F,9698
3030,978D
3031,6C28
3032,5B89
3033,4FFA
3034,6309
3035,6697
3036,5CB8
3037,80FA
3038,6848
3039,80AE
303A,6602
303B,76CE
303C,51F9
303D,6556
303E,71AC
303F,7FF1
3040,8884
3041,50B2
3042,5965
3043,61CA
3044,6FB3
3045,82AD
3046,634C
3047,6252
3048,53ED
3049,5427
304A,7B06
304B,516B
304C,75A4
304D,5DF4
304E,62D4
304F,8DCB
3050,9776
3051,628A
3052,8019
3053,575D
3054,9738
3055,7F62
3056,7238
3057,767D
3058,67CF
3059,767E
305A,6446
305B,4F70
305C,8D25
305D,62DC
305E,7A17
305F,6591
3060,73ED
3061,642C
3062,6273
3063,822C
3064,9881
3065,677F
3066,7248
3067,626E
3068,62CC
3069,4F34
306A,74E3
306B,534A
306C,529E
306D,7ECA
306E,90A6
306F,5E2E
3070,6886
3071,699C
3072,8180
3073,7ED1
3074,68D2
3075,78C5
3076,868C
3077,9551
3078,508D
3079,8C24
307A,82DE
307B,80DE
307C,5305
307D,8912
307E,5265
3121,8584
3122,96F9
3123,4FDD
3124,5821
3125,9971
3126,5B9D
3127,62B1
3128,62A5
3129,66B4
312A,8C79
312B,9C8D
312C,7206
312D,676F
312E,7891
312F,60B2
3130,5351
3131,5317
3132,8F88
3133,80CC
3134,8D1D
3135,94A1
3136,500D
3137,72C8
3138,5907
3139,60EB
313A,7119
313B,88AB
313C,5954
313D,82EF
313E,672C
313F,7B28
3140,5D29
3141,7EF7
3142,752D
3143,6CF5
3144,8E66
3145,8FF8
3146,903C
3147,9F3B
3148,6BD4
3149,9119
314A,7B14
314B,5F7C
314C,78A7
314D,84D6
314E,853D
314F,6BD5
3150,6BD9
3151,6BD6
3152,5E01
3153,5E87
3154,75F9
3155,95ED
3156,655D
3157,5F0A
3158,5FC5
3159,8F9F
315A,58C1
315B,81C2
315C,907F
315D,965B
315E,97AD
315F,8FB9
3160,7F16
3161,8D2C
3162,6241
3163,4FBF
3164,53D8
3165,535E
3166,8FA8
3167,8FA9
3168,8FAB
3169,904D
316A,6807
316B,5F6A
316C,8198
316D,8868
316E,9CD6
316F,618B
3170,522B
3171,762A
3172,5F6C
3173,658C
3174,6FD2
3175,6EE8
3176,5BBE
3177,6448
3178,5175
3179,51B0
317A,67C4
317B,4E19
317C,79C9
317D,997C
317E,70B3
3221,75C5
3222,5E76
3223,73BB
3224,83E0
3225,64AD
3226,62E8
3227,94B5
3228,6CE2
3229,535A
322A,52C3
322B,640F
322C,94C2
322D,7B94
322E,4F2F
322F,5E1B
3230,8236
3231,8116
3232,818A
3233,6E24
3234,6CCA
3235,9A73
3236,6355
3237,535C
3238,54FA
3239,8865
323A,57E0
323B,4E0D
323C,5E03
323D,6B65
323E,7C3F
323F,90E8
3240,6016
3241,64E6
3242,731C
3243,88C1
3244,6750
3245,624D
3246,8D22
3247,776C
3248,8E29
3249,91C7
324A,5F69
324B,83DC
324C,8521
324D,9910
324E,53C2
324F,8695
3250,6B8B
3251,60ED
3252,60E8
3253,707F
3254,82CD
3255,8231
3256,4ED3
3257,6CA7
3258,85CF
3259,64CD
325A,7CD9
325B,69FD
325C,66F9
325D,8349
325E,5395
325F,7B56
3260,4FA7
3261,518C
3262,6D4B
3263,5C42
3264,8E6D
3265,63D2
3266,53C9
3267,832C
3268,8336
3269,67E5
326A,78B4
326B,643D
326C,5BDF
326D,5C94
326E,5DEE
326F,8BE7
3270,62C6
3271,67F4
3272,8C7A
3273,6400
3274,63BA
3275,8749
3276,998B
3277,8C17
3278,7F20
3279,94F2
327A,4EA7
327B,9610
327C,98A4
327D,660C
327E,7316
3321,573A
3322,5C1D
3323,5E38
3324,957F
3325,507F
3326,80A0
3327,5382
3328,655E
3329,7545
332A,5531
332B,5021
332C,8D85
332D,6284
332E,949E
332F,671D
3330,5632
3331,6F6E
3332,5DE2
3333,5435
3334,7092
3335,8F66
3336,626F
3337,64A4
3338,63A3
3339,5F7B
333A,6F88
333B,90F4
333C,81E3
333D,8FB0
333E,5C18
333F,6668
3340,5FF1
3341,6C89
3342,9648
3343,8D81
3344,886C
3345,6491
3346,79F0
3347,57CE
3348,6A59
3349,6210
334A,5448
334B,4E58
334C,7A0B
334D,60E9
334E,6F84
334F,8BDA
3350,627F
3351,901E
3352,9A8B
3353,79E4
3354,5403
3355,75F4
3356,6301
3357,5319
3358,6C60
3359,8FDF
335A,5F1B
335B,9A70
335C,803B
335D,9F7F
335E,4F88
335F,5C3A
3360,8D64
3361,7FC5
3362,65A5
3363,70BD
3364,5145
3365,51B2
3366,866B
3367,5D07
3368,5BA0
3369,62BD
336A,916C
336B,7574
336C,8E0C
336D,7A20
336E,6101
336F,7B79
3370,4EC7
3371,7EF8
3372,7785
3373,4E11
3374,81ED
3375,521D
3376,51FA
3377,6A71
3378,53A8
3379,8E87
337A,9504
337B,96CF
337C,6EC1
337D,9664
337E,695A
3421,7840
3422,50A8
3423,77D7
3424,6410
3425,89E6
3426,5904
3427,63E3
3428,5DDD
3429,7A7F
342A,693D
342B,4F20
342C,8239
342D,5598
342E,4E32
342F,75AE
3430,7A97
3431,5E62
3432,5E8A
3433,95EF
3434,521B
3435,5439
3436,708A
3437,6376
3438,9524
3439,5782
343A,6625
343B,693F
343C,9187
343D,5507
343E,6DF3
343F,7EAF
3440,8822
3441,6233
3442,7EF0
3443,75B5
3444,8328
3445,78C1
3446,96CC
3447,8F9E
3448,6148
3449,74F7
344A,8BCD
344B,6B64
344C,523A
344D,8D50
344E,6B21
344F,806A
3450,8471
3451,56F1
3452,5306
3453,4ECE
3454,4E1B
3455,51D1
3456,7C97
3457,918B
3458,7C07
3459,4FC3
345A,8E7F
345B,7BE1
345C,7A9C
345D,6467
345E,5D14
345F,50AC
3460,8106
3461,7601
3462,7CB9
3463,6DEC
3464,7FE0
3465,6751
3466,5B58
3467,5BF8
3468,78CB
3469,64AE
346A,6413
346B,63AA
346C,632B
346D,9519
346E,642D
346F,8FBE
3470,7B54
3471,7629
3472,6253
3473,5927
3474,5446
3475,6B79
3476,50A3
3477,6234
3478,5E26
3479,6B86
347A,4EE3
347B,8D37
347C,888B
347D,5F85
347E,902E
3521,6020
3522,803D
3523,62C5
3524,4E39
3525,5355
3526,90F8
3527,63B8
3528,80C6
3529,65E6
352A,6C2E
352B,4F46
352C,60EE
352D,6DE1
352E,8BDE
352F,5F39
3530,86CB
3531,5F53
3532,6321
3533,515A
3534,8361
3535,6863
3536,5200
3537,6363
3538,8E48
3539,5012
353A,5C9B
353B,7977
353C,5BFC
353D,5230
353E,7A3B
353F,60BC
3540,9053
3541,76D7
3542,5FB7
3543,5F97
3544,7684
3545,8E6C
3546,706F
3547,767B
3548,7B49
3549,77AA
354A,51F3
354B,9093
354C,5824
354D,4F4E
354E,6EF4
354F,8FEA
3550,654C
3551,7B1B
3552,72C4
3553,6DA4
3554,7FDF
3555,5AE1
3556,62B5
3557,5E95
3558,5730
3559,8482
355A,7B2C
355B,5E1D
355C,5F1F
355D,9012
355E,7F14
355F,98A0
3560,6382
3561,6EC7
3562,7898
3563,70B9
3564,5178
3565,975B
3566,57AB
3567,7535
3568,4F43
3569,7538
356A,5E97
356B,60E6
356C,5960
356D,6DC0
356E,6BBF
356F,7889
3570,53FC
3571,96D5
3572,51CB
3573,5201
3574,6389
3575,540A
3576,9493
3577,8C03
3578,8DCC
3579,7239
357A,789F
357B,8776
357C,8FED
357D,8C0D
357E,53E0
3621,4E01
3622,76EF
3623,53EE
3624,9489
3625,9876
3626,9F0E
3627,952D
3628,5B9A
3629,8BA2
362A,4E22
362B,4E1C
362C,51AC
362D,8463
362E,61C2
362F,52A8
3630,680B
3631,4F97
3632,606B
3633,51BB
3634,6D1E
3635,515C
3636,6296
3637,6597
3638,9661
3639,8C46
363A,9017
363B,75D8
363C,90FD
363D,7763
363E,6BD2
363F,728A
3640,72EC
3641,8BFB
3642,5835
3643,7779
3644,8D4C
3645,675C
3646,9540
3647,809A
3648,5EA6
3649,6E21
364A,5992
364B,7AEF
364C,77ED
364D,953B
364E,6BB5
364F,65AD
3650,7F0E
3651,5806
3652,5151
3653,961F
3654,5BF9
3655,58A9
3656,5428
3657,8E72
3658,6566
3659,987F
365A,56E4
365B,949D
365C,76FE
365D,9041
365E,6387
365F,54C6
3660,591A
3661,593A
3662,579B
3663,8EB2
3664,6735
3665,8DFA
3666,8235
3667,5241
3668,60F0
3669,5815
366A,86FE
366B,5CE8
366C,9E45
366D,4FC4
366E,989D
366F,8BB9
3670,5A25
3671,6076
3672,5384
3673,627C
3674,904F
3675,9102
3676,997F
3677,6069
3678,800C
3679,513F
367A,8033
367B,5C14
367C,9975
367D,6D31
367E,4E8C
3721,8D30
3722,53D1
3723,7F5A
3724,7B4F
3725,4F10
3726,4E4F
3727,9600
3728,6CD5
3729,73D0
372A,85E9
372B,5E06
372C,756A
372D,7FFB
372E,6A0A
372F,77FE
3730,9492
3731,7E41
3732,51E1
3733,70E6
3734,53CD
3735,8FD4
3736,8303
3737,8D29
3738,72AF
3739,996D
373A,6CDB
373B,574A
373C,82B3
373D,65B9
373E,80AA
373F,623F
3740,9632
3741,59A8
3742,4EFF
3743,8BBF
3744,7EBA
3745,653E
3746,83F2
3747,975E
3748,5561
3749,98DE
374A,80A5
374B,532A
374C,8BFD
374D,5420
374E,80BA
374F,5E9F
3750,6CB8
3751,8D39
3752,82AC
3753,915A
3754,5429
3755,6C1B
3756,5206
3757,7EB7
3758,575F
3759,711A
375A,6C7E
375B,7C89
375C,594B
375D,4EFD
375E,5FFF
375F,6124
3760,7CAA
3761,4E30
3762,5C01
3763,67AB
3764,8702
3765,5CF0
3766,950B
3767,98CE
3768,75AF
3769,70FD
376A,9022
376B,51AF
376C,7F1D
376D,8BBD
376E,5949
376F,51E4
3770,4F5B
3771,5426
3772,592B
3773,6577
3774,80A4
3775,5B75
3776,6276
3777,62C2
3778,8F90
3779,5E45
377A,6C1F
377B,7B26
377C,4F0F
377D,4FD8
377E,670D
3821,6D6E
3822,6DAA
3823,798F
3824,88B1
3825,5F17
3826,752B
3827,629A
3828,8F85
3829,4FEF
382A,91DC
382B,65A7
382C,812F
382D,8151
382E,5E9C
382F,8150
3830,8D74
3831,526F
3832,8986
3833,8D4B
3834,590D
3835,5085
3836,4ED8
3837,961C
3838,7236
3839,8179
383A,8D1F
383B,5BCC
383C,8BA3
383D,9644
383E,5987
383F,7F1A
3840,5490
3841,5676
3842,560E
3843,8BE5
3844,6539
3845,6982
3846,9499
3847,76D6
3848,6E89
3849,5E72
384A,7518
384B,6746
384C,67D1
384D,7AFF
384E,809D
384F,8D76
3850,611F
3851,79C6
3852,6562
3853,8D63
3854,5188
3855,521A
3856,94A2
3857,7F38
3858,809B
3859,7EB2
385A,5C97
385B,6E2F
385C,6760
385D,7BD9
385E,768B
385F,9AD8
3860,818F
3861,7F94
3862,7CD5
3863,641E
3864,9550
3865,7A3F
3866,544A
3867,54E5
3868,6B4C
3869,6401
386A,6208
386B,9E3D
386C,80F3
386D,7599
386E,5272
386F,9769
3870,845B
3871,683C
3872,86E4
3873,9601
3874,9694
3875,94EC
3876,4E2A
3877,5404
3878,7ED9
3879,6839
387A,8DDF
387B,8015
387C,66F4
387D,5E9A
387E,7FB9
3921,57C2
3922,803F
3923,6897
3924,5DE5
3925,653B
3926,529F
3927,606D
3928,9F9A
3929,4F9B
392A,8EAC
392B,516C
392C,5BAB
392D,5F13
392E,5DE9
392F,6C5E
3930,62F1
3931,8D21
3932,5171
3933,94A9
3934,52FE
3935,6C9F
3936,82DF
3937,72D7
3938,57A2
3939,6784
393A,8D2D
393B,591F
393C,8F9C
393D,83C7
393E,5495
393F,7B8D
3940,4F30
3941,6CBD
3942,5B64
3943,59D1
3944,9F13
3945,53E4
3946,86CA
3947,9AA8
3948,8C37
3949,80A1
394A,6545
394B,987E
394C,56FA
394D,96C7
394E,522E
394F,74DC
3950,5250
3951,5BE1
3952,6302
3953,8902
3954,4E56
3955,62D0
3956,602A
3957,68FA
3958,5173
3959,5B98
395A,51A0
395B,89C2
395C,7BA1
395D,9986
395E,7F50
395F,60EF
3960,704C
3961,8D2F
3962,5149
3963,5E7F
3964,901B
3965,7470
3966,89C4
3967,572D
3968,7845
3969,5F52
396A,9F9F
396B,95FA
396C,8F68
396D,9B3C
396E,8BE1
396F,7678
3970,6842
3971,67DC
3972,8DEA
3973,8D35
3974,523D
3975,8F8A
3976,6EDA
3977,68CD
3978,9505
3979,90ED
397A,56FD
397B,679C
397C,88F9
397D,8FC7
397E,54C8
3A21,9AB8
3A22,5B69
3A23,6D77
3A24,6C26
3A25,4EA5
3A26,5BB3
3A27,9A87
3A28,9163
3A29,61A8
3A2A,90AF
3A2B,97E9
3A2C,542B
3A2D,6DB5
3A2E,5BD2
3A2F,51FD
3A30,558A
3A31,7F55
3A32,7FF0
3A33,64BC
3A34,634D
3A35,65F1
3A36,61BE
3A37,608D
3A38,710A
3A39,6C57
3A3A,6C49
3A3B,592F
3A3C,676D
3A3D,822A
3A3E,58D5
3A3F,568E
3A40,8C6A
3A41,6BEB
3A42,90DD
3A43,597D
3A44,8017
3A45,53F7
3A46,6D69
3A47,5475
3A48,559D
3A49,8377
3A4A,83CF
3A4B,6838
3A4C,79BE
3A4D,548C
3A4E,4F55
3A4F,5408
3A50,76D2
3A51,8C89
3A52,9602
3A53,6CB3
3A54,6DB8
3A55,8D6B
3A56,8910
3A57,9E64
3A58,8D3A
3A59,563F
3A5A,9ED1
3A5B,75D5
3A5C,5F88
3A5D,72E0
3A5E,6068
3A5F,54FC
3A60,4EA8
3A61,6A2A
3A62,8861
3A63,6052
3A64,8F70
3A65,54C4
3A66,70D8
3A67,8679
3A68,9E3F
3A69,6D2A
3A6A,5B8F
3A6B,5F18
3A6C,7EA2
3A6D,5589
3A6E,4FAF
3A6F,7334
3A70,543C
3A71,539A
3A72,5019
3A73,540E
3A74,547C
3A75,4E4E
3A76,5FFD
3A77,745A
3A78,58F6
3A79,846B
3A7A,80E1
3A7B,8774
3A7C,72D0
3A7D,7CCA
3A7E,6E56
3B21,5F27
3B22,864E
3B23,552C
3B24,62A4
3B25,4E92
3B26,6CAA
3B27,6237
3B28,82B1
3B29,54D7
3B2A,534E
3B2B,733E
3B2C,6ED1
3B2D,753B
3B2E,5212
3B2F,5316
3B30,8BDD
3B31,69D0
3B32,5F8A
3B33,6000
3B34,6DEE
3B35,574F
3B36,6B22
3B37,73AF
3B38,6853
3B39,8FD8
3B3A,7F13
3B3B,6362
3B3C,60A3
3B3D,5524
3B3E,75EA
3B3F,8C62
3B40,7115
3B41,6DA3
3B42,5BA6
3B43,5E7B
3B44,8352
3B45,614C
3B46,9EC4
3B47,78FA
3B48,8757
3B49,7C27
3B4A,7687
3B4B,51F0
3B4C,60F6
3B4D,714C
3B4E,6643
3B4F,5E4C
3B50,604D
3B51,8C0E
3B52,7070
3B53,6325
3B54,8F89
3B55,5FBD
3B56,6062
3B57,86D4
3B58,56DE
3B59,6BC1
3B5A,6094
3B5B,6167
3B5C,5349
3B5D,60E0
3B5E,6666
3B5F,8D3F
3B60,79FD
3B61,4F1A
3B62,70E9
3B63,6C47
3B64,8BB3
3B65,8BF2
3B66,7ED8
3B67,8364
3B68,660F
3B69,5A5A
3B6A,9B42
3B6B,6D51
3B6C,6DF7
3B6D,8C41
3B6E,6D3B
3B6F,4F19
3B70,706B
3B71,83B7
3B72,6216
3B73,60D1
3B74,970D
3B75,8D27
3B76,7978
3B77,51FB
3B78,573E
3B79,57FA
3B7A,673A
3B7B,7578
3B7C,7A3D
3B7D,79EF
3B7E,7B95
3C21,808C
3C22,9965
3C23,8FF9
3C24,6FC0
3C25,8BA5
3C26,9E21
3C27,59EC
3C28,7EE9
3C29,7F09
3C2A,5409
3C2B,6781
3C2C,68D8
3C2D,8F91
3C2E,7C4D
3C2F,96C6
3C30,53CA
3C31,6025
3C32,75BE
3C33,6C72
3C34,5373
3C35,5AC9
3C36,7EA7
3C37,6324
3C38,51E0
3C39,810A
3C3A,5DF1
3C3B,84DF
3C3C,6280
3C3D,5180
3C3E,5B63
3C3F,4F0E
3C40,796D
3C41,5242
3C42,60B8
3C43,6D4E
3C44,5BC4
3C45,5BC2
3C46,8BA1
3C47,8BB0
3C48,65E2
3C49,5FCC
3C4A,9645
3C4B,5993
3C4C,7EE7
3C4D,7EAA
3C4E,5609
3C4F,67B7
3C50,5939
3C51,4F73
3C52,5BB6
3C53,52A0
3C54,835A
3C55,988A
3C56,8D3E
3C57,7532
3C58,94BE
3C59,5047
3C5A,7A3C
3C5B,4EF7
3C5C,67B6
3C5D,9A7E
3C5E,5AC1
3C5F,6B7C
3C60,76D1
3C61,575A
3C62,5C16
3C63,7B3A
3C64,95F4
3C65,714E
3C66,517C
3C67,80A9
3C68,8270
3C69,5978
3C6A,7F04
3C6B,8327
3C6C,68C0
3C6D,67EC
3C6E,78B1
3C6F,7877
3C70,62E3
3C71,6361
3C72,7B80
3C73,4FED
3C74,526A
3C75,51CF
3C76,8350
3C77,69DB
3C78,9274
3C79,8DF5
3C7A,8D31
3C7B,89C1
3C7C,952E
3C7D,7BAD
3C7E,4EF6
3D21,5065
3D22,8230
3D23,5251
3D24,996F
3D25,6E10
3D26,6E85
3D27,6DA7
3D28,5EFA
3D29,50F5
3D2A,59DC
3D2B,5C06
3D2C,6D46
3D2D,6C5F
3D2E,7586
3D2F,848B
3D30,6868
3D31,5956
3D32,8BB2
3D33,5320
3D34,9171
3D35,964D
3D36,8549
3D37,6912
3D38,7901
3D39,7126
3D3A,80F6
3D3B,4EA4
3D3C,90CA
3D3D,6D47
3D3E,9A84
3D3F,5A07
3D40,56BC
3D41,6405
3D42,94F0
3D43,77EB
3D44,4FA5
3D45,811A
3D46,72E1
3D47,89D2
3D48,997A
3D49,7F34
3D4A,7EDE
3D4B,527F
3D4C,6559
3D4D,9175
3D4E,8F7F
3D4F,8F83
3D50,53EB
3D51,7A96
3D52,63ED
3D53,63A5
3D54,7686
3D55,79F8
3D56,8857
3D57,9636
3D58,622A
3D59,52AB
3D5A,8282
3D5B,6854
3D5C,6770
3D5D,6377
3D5E,776B
3D5F,7AED
3D60,6D01
3D61,7ED3
3D62,89E3
3D63,59D0
3D64,6212
3D65,85C9
3D66,82A5
3D67,754C
3D68,501F
3D69,4ECB
3D6A,75A5
3D6B,8BEB
3D6C,5C4A
3D6D,5DFE
3D6E,7B4B
3D6F,65A4
3D70,91D1
3D71,4ECA
3D72,6D25
3D73,895F
3D74,7D27
3D75,9526
3D76,4EC5
3D77,8C28
3D78,8FDB
3D79,9773
3D7A,664B
3D7B,7981
3D7C,8FD1
3D7D,70EC
3D7E,6D78
3E21,5C3D
3E22,52B2
3E23,8346
3E24,5162
3E25,830E
3E26,775B
3E27,6676
3E28,9CB8
3E29,4EAC
3E2A,60CA
3E2B,7CBE
3E2C,7CB3
